"Date","Price","Open","High","Low","Vol.","Change %"
"08/28/2020","1.3349","1.3208","1.3357","1.3185","138.99K","1.14%"
"08/27/2020","1.3198","1.3207","1.3285","1.3162","131.19K","-0.08%"
"08/26/2020","1.3208","1.3153","1.3220","1.3117","107.48K","0.44%"
"08/25/2020","1.3150","1.3068","1.3171","1.3054","108.91K","0.67%"
"08/24/2020","1.3063","1.3086","1.3149","1.3052","100.06K","-0.18%"
"08/21/2020","1.3087","1.3216","1.3256","1.3059","135.43K","-0.95%"
"08/20/2020","1.3212","1.3096","1.3226","1.3063","140.22K","0.87%"
"08/19/2020","1.3098","1.3239","1.3269","1.3094","122.52K","-1.04%"
"08/18/2020","1.3235","1.3099","1.3250","1.3095","107.71K","1.02%"
"08/17/2020","1.3102","1.3087","1.3123","1.3074","102.55K","0.14%"
"08/14/2020","1.3084","1.3060","1.3144","1.3047","111.89K","0.16%"
"08/13/2020","1.3063","1.3035","1.3125","1.3030","114.46K","0.24%"
"08/12/2020","1.3032","1.3053","1.3068","1.3004","99.56K","-0.12%"
"08/11/2020","1.3048","1.3078","1.3132","1.3041","106.86K","-0.17%"
"08/10/2020","1.3070","1.3042","1.3104","1.3018","98.17K","0.15%"
"08/07/2020","1.3051","1.3153","1.3155","1.3009","118.63K","-0.72%"
"08/06/2020","1.3146","1.3114","1.3187","1.3111","122.41K","0.26%"
"08/05/2020","1.3112","1.3073","1.3162","1.3056","103.48K","0.40%"
"08/04/2020","1.3060","1.3075","1.3109","1.2981","105.10K","-0.09%"
"08/03/2020","1.3072","1.3082","1.3113","1.3004","115.90K","-0.12%"
"07/31/2020","1.3088","1.3098","1.3171","1.3069","145.49K","-0.04%"
"07/30/2020","1.3093","1.2997","1.3103","1.2944","143.04K","0.75%"
"07/29/2020","1.2995","1.2932","1.3013","1.2911","124.97K","0.50%"
"07/28/2020","1.2930","1.2882","1.2953","1.2838","130.33K","0.38%"
"07/27/2020","1.2881","1.2786","1.2903","1.2780","130.03K","0.72%"
"07/24/2020","1.2789","1.2741","1.2804","1.2717","145.14K","0.39%"
"07/23/2020","1.2739","1.2734","1.2761","1.2672","142.90K","0.05%"
"07/22/2020","1.2732","1.2733","1.2744","1.2644","128.93K","0.03%"
"07/21/2020","1.2728","1.2658","1.2768","1.2650","126.53K","0.54%"
"07/20/2020","1.2660","1.2565","1.2666","1.2517","116.32K","0.76%"
"07/17/2020","1.2565","1.2552","1.2575","1.2510","118.14K","0.13%"
"07/16/2020","1.2549","1.2584","1.2625","1.2520","130.57K","-0.25%"
"07/15/2020","1.2580","1.2552","1.2651","1.2548","129.88K","0.26%"
"07/14/2020","1.2548","1.2558","1.2567","1.2479","124.79K","-0.03%"
"07/13/2020","1.2552","1.2612","1.2667","1.2550","110.59K","-0.54%"
"07/10/2020","1.2620","1.2607","1.2665","1.2566","116.29K","0.13%"
"07/09/2020","1.2604","1.2614","1.2671","1.2600","126.28K","-0.04%"
"07/08/2020","1.2609","1.2542","1.2624","1.2508","116.00K","0.55%"
"07/07/2020","1.2540","1.2492","1.2593","1.2463","119.36K","0.39%"
"07/06/2020","1.2491","1.2485","1.2521","1.2459","110.42K","0.06%"
"07/03/2020","1.2483","1.2465","1.2494","1.2437","117.50K","0.14%"
"07/02/2020","1.2466","1.2476","1.2531","1.2456","135.88K","-0.03%"
"07/01/2020","1.2470","1.2401","1.2492","1.2358","123.35K","0.57%"
"06/30/2020","1.2399","1.2298","1.2402","1.2257","130.13K","0.84%"
"06/29/2020","1.2296","1.2340","1.2391","1.2251","128.34K","-0.30%"
"06/26/2020","1.2333","1.2421","1.2438","1.2313","134.44K","-0.65%"
"06/25/2020","1.2414","1.2419","1.2465","1.2388","145.88K","-0.03%"
"06/24/2020","1.2418","1.2521","1.2543","1.2414","153.24K","-0.80%"
"06/23/2020","1.2518","1.2467","1.2533","1.2431","151.22K","0.46%"
"06/22/2020","1.2461","1.2356","1.2478","1.2335","144.45K","0.85%"
"06/19/2020","1.2356","1.2421","1.2457","1.2343","146.88K","-0.55%"
"06/18/2020","1.2424","1.2556","1.2568","1.2401","152.59K","-1.04%"
"06/17/2020","1.2554","1.2573","1.2589","1.2510","161.18K","-0.16%"
"06/16/2020","1.2574","1.2605","1.2688","1.2553","157.42K","-0.22%"
"06/15/2020","1.2602","1.2531","1.2608","1.2454","146.52K","0.49%"
"06/12/2020","1.2540","1.2601","1.2655","1.2473","171.82K","-0.48%"
"06/11/2020","1.2600","1.2745","1.2756","1.2586","166.45K","-1.14%"
"06/10/2020","1.2745","1.2731","1.2814","1.2706","155.19K","0.13%"
"06/09/2020","1.2729","1.2723","1.2757","1.2617","143.74K","0.06%"
"06/08/2020","1.2722","1.2681","1.2737","1.2628","130.47K","0.47%"
"06/05/2020","1.2663","1.2607","1.2732","1.2582","139.69K","0.55%"
"06/04/2020","1.2594","1.2576","1.2634","1.2500","138.50K","0.17%"
"06/03/2020","1.2572","1.2550","1.2616","1.2544","148.20K","0.18%"
"06/02/2020","1.2549","1.2501","1.2577","1.2478","144.22K","0.46%"
"06/01/2020","1.2492","1.2339","1.2507","1.2322","127.01K","1.20%"
"05/29/2020","1.2344","1.2320","1.2395","1.2291","142.50K","0.23%"
"05/28/2020","1.2316","1.2261","1.2345","1.2234","145.56K","0.54%"
"05/27/2020","1.2250","1.2332","1.2355","1.2205","141.01K","-0.66%"
"05/26/2020","1.2331","1.2190","1.2364","1.2179","132.15K","1.22%"
"05/25/2020","1.2182","1.2179","1.2205","1.2163","86.97K","0.15%"
"05/22/2020","1.2164","1.2226","1.2242","1.2161","129.11K","-0.47%"
"05/21/2020","1.2222","1.2240","1.2250","1.2185","115.08K","-0.14%"
"05/20/2020","1.2239","1.2241","1.2289","1.2221","125.96K","-0.10%"
"05/19/2020","1.2251","1.2194","1.2297","1.2184","126.05K","0.51%"
"05/18/2020","1.2189","1.2086","1.2228","1.2075","105.24K","0.70%"
"05/15/2020","1.2104","1.2222","1.2239","1.2101","129.52K","-1.00%"
"05/14/2020","1.2226","1.2231","1.2242","1.2165","143.16K","-0.02%"
"05/13/2020","1.2229","1.2260","1.2341","1.2210","131.81K","-0.24%"
"05/12/2020","1.2259","1.2334","1.2377","1.2255","137.46K","-0.62%"
"05/11/2020","1.2335","1.2406","1.2438","1.2284","120.57K","-0.58%"
"05/08/2020","1.2407","1.2364","1.2469","1.2350","131.80K","0.37%"
"05/07/2020","1.2361","1.2347","1.2418","1.2265","131.56K","0.16%"
"05/06/2020","1.2341","1.2435","1.2451","1.2335","108.01K","-0.75%"
"05/05/2020","1.2434","1.2443","1.2485","1.2421","99.29K","-0.06%"
"05/04/2020","1.2442","1.2499","1.2504","1.2405","91.97K","-0.48%"
"05/01/2020","1.2502","1.2599","1.2602","1.2483","123.79K","-0.71%"
"04/30/2020","1.2592","1.2468","1.2643","1.2428","141.97K","1.03%"
"04/29/2020","1.2464","1.2425","1.2487","1.2388","127.23K","0.35%"
"04/28/2020","1.2421","1.2432","1.2519","1.2404","123.00K","-0.06%"
"04/27/2020","1.2428","1.2369","1.2456","1.2359","113.34K","0.49%"
"04/24/2020","1.2367","1.2344","1.2378","1.2298","129.90K","0.20%"
"04/23/2020","1.2342","1.2334","1.2416","1.2307","133.12K","0.08%"
"04/22/2020","1.2332","1.2294","1.2387","1.2273","122.99K","0.32%"
"04/21/2020","1.2293","1.2437","1.2451","1.2247","125.19K","-1.14%"
"04/20/2020","1.2435","1.2487","1.2505","1.2415","115.09K","-0.51%"
"04/17/2020","1.2499","1.2457","1.2523","1.2407","120.38K","0.35%"
"04/16/2020","1.2455","1.2514","1.2531","1.2407","123.83K","-0.47%"
"04/15/2020","1.2514","1.2616","1.2631","1.2437","124.90K","-0.86%"
"04/14/2020","1.2623","1.2514","1.2648","1.2503","116.26K","0.93%"
"04/13/2020","1.2507","1.2464","1.2537","1.2450","87.51K","0.44%"
"04/10/2020","1.2452","1.2458","1.2488","1.2443","59.27K","-0.02%"
"04/09/2020","1.2455","1.2385","1.2485","1.2361","138.46K","0.57%"
"04/08/2020","1.2385","1.2331","1.2421","1.2288","137.65K","0.39%"
"04/07/2020","1.2337","1.2232","1.2385","1.2164","159.89K","0.88%"
"04/06/2020","1.2229","1.2264","1.2328","1.2208","136.64K","-0.25%"
"04/03/2020","1.2260","1.2396","1.2412","1.2206","158.04K","-1.07%"
"04/02/2020","1.2392","1.2376","1.2476","1.2349","163.25K","0.13%"
"04/01/2020","1.2376","1.2429","1.2443","1.2329","140.49K","-0.34%"
"03/31/2020","1.2418","1.2414","1.2474","1.2251","145.06K","0.02%"
"03/30/2020","1.2416","1.2435","1.2469","1.2316","138.80K","-0.32%"
"03/27/2020","1.2456","1.2204","1.2486","1.2131","167.66K","2.09%"
"03/26/2020","1.2201","1.1875","1.2232","1.1775","154.48K","2.66%"
"03/25/2020","1.1885","1.1760","1.1976","1.1639","144.24K","1.09%"
"03/24/2020","1.1757","1.1549","1.1801","1.1508","146.31K","1.81%"
"03/23/2020","1.1548","1.1660","1.1741","1.1446","124.61K","-0.80%"
"03/20/2020","1.1641","1.1487","1.1934","1.1409","148.72K","1.36%"
"03/19/2020","1.1485","1.1619","1.1794","1.1473","159.15K","-1.10%"
"03/18/2020","1.1613","1.2052","1.2131","1.1461","141.95K","-3.63%"
"03/17/2020","1.2050","1.2270","1.2275","1.2002","143.81K","-1.76%"
"03/16/2020","1.2266","1.2285","1.2431","1.2201","139.49K","-0.08%"
"03/13/2020","1.2276","1.2574","1.2626","1.2268","156.48K","-2.35%"
"03/12/2020","1.2571","1.2818","1.2851","1.2490","144.53K","-1.94%"
"03/11/2020","1.2820","1.2904","1.2977","1.2804","122.84K","-0.67%"
"03/10/2020","1.2906","1.3130","1.3133","1.2881","129.71K","-1.71%"
"03/09/2020","1.3131","1.3047","1.3201","1.3031","127.17K","0.64%"
"03/06/2020","1.3047","1.2954","1.3058","1.2943","130.56K","0.72%"
"03/05/2020","1.2954","1.2872","1.2969","1.2859","119.09K","0.65%"
"03/04/2020","1.2870","1.2812","1.2874","1.2770","110.14K","0.47%"
"03/03/2020","1.2810","1.2752","1.2845","1.2738","125.82K","0.47%"
"03/02/2020","1.2750","1.2800","1.2852","1.2739","125.85K","-0.55%"
"02/28/2020","1.2820","1.2885","1.2921","1.2725","132.57K","-0.50%"
"02/27/2020","1.2884","1.2907","1.2947","1.2859","124.45K","-0.15%"
"02/26/2020","1.2903","1.3005","1.3013","1.2895","127.03K","-0.78%"
"02/25/2020","1.3004","1.2924","1.3019","1.2914","120.62K","0.60%"
"02/24/2020","1.2927","1.2960","1.2973","1.2886","115.98K","-0.32%"
"02/21/2020","1.2969","1.2884","1.2982","1.2877","106.95K","0.70%"
"02/20/2020","1.2879","1.2922","1.2930","1.2848","110.65K","-0.31%"
"02/19/2020","1.2919","1.2998","1.3024","1.2907","102.24K","-0.61%"
"02/18/2020","1.2998","1.3007","1.3049","1.2970","100.83K","-0.06%"
"02/17/2020","1.3006","1.3036","1.3055","1.2998","87.48K","-0.31%"
"02/14/2020","1.3046","1.3051","1.3065","1.3001","109.69K","0.01%"
"02/13/2020","1.3045","1.2960","1.3070","1.2944","119.37K","0.66%"
"02/12/2020","1.2960","1.2952","1.2993","1.2947","101.75K","0.07%"
"02/11/2020","1.2951","1.2915","1.2969","1.2895","104.08K","0.29%"
"02/10/2020","1.2913","1.2897","1.2947","1.2872","113.59K","0.17%"
"02/07/2020","1.2891","1.2930","1.2960","1.2881","106.57K","-0.29%"
"02/06/2020","1.2928","1.2999","1.3005","1.2921","114.03K","-0.55%"
"02/05/2020","1.3000","1.3033","1.3071","1.2956","101.16K","-0.22%"
"02/04/2020","1.3029","1.2996","1.3047","1.2940","104.96K","0.28%"
"02/03/2020","1.2993","1.3217","1.3217","1.2982","106.13K","-1.56%"
"01/31/2020","1.3199","1.3099","1.3210","1.3083","110.90K","0.80%"
"01/30/2020","1.3094","1.3020","1.3111","1.2977","110.13K","0.57%"
"01/29/2020","1.3020","1.3028","1.3032","1.2989","97.12K","-0.05%"
"01/28/2020","1.3027","1.3055","1.3067","1.2975","105.23K","-0.20%"
"01/27/2020","1.3053","1.3075","1.3105","1.3040","106.01K","-0.18%"
"01/24/2020","1.3076","1.3122","1.3174","1.3056","110.12K","-0.34%"
"01/23/2020","1.3121","1.3142","1.3152","1.3096","79.89K","-0.14%"
"01/22/2020","1.3140","1.3051","1.3154","1.3034","105.90K","0.71%"
"01/21/2020","1.3047","1.3013","1.3085","1.2995","99.08K","0.29%"
"01/20/2020","1.3009","1.3002","1.3014","1.2961","99.78K","0.01%"
"01/17/2020","1.3008","1.3080","1.3119","1.3005","106.93K","-0.52%"
"01/16/2020","1.3076","1.3039","1.3084","1.3024","114.90K","0.31%"
"01/15/2020","1.3036","1.3018","1.3044","1.2986","102.04K","0.15%"
"01/14/2020","1.3017","1.2988","1.3034","1.2953","103.24K","0.22%"
"01/13/2020","1.2988","1.3055","1.3064","1.2960","109.36K","-0.54%"
"01/10/2020","1.3059","1.3067","1.3097","1.3041","109.27K","-0.05%"
"01/09/2020","1.3065","1.3101","1.3125","1.3012","109.31K","-0.24%"
"01/08/2020","1.3097","1.3125","1.3171","1.3080","117.53K","-0.20%"
"01/07/2020","1.3123","1.3168","1.3213","1.3095","105.71K","-0.33%"
"01/06/2020","1.3167","1.3075","1.3175","1.3063","94.88K","0.62%"
"01/03/2020","1.3086","1.3138","1.3162","1.3053","106.92K","-0.44%"
"01/02/2020","1.3144","1.3255","1.3268","1.3115","89.34K","-0.83%"
"01/01/2020","1.3254","1.3261","1.3276","1.3237","9.89K","-0.04%"
"12/31/2019","1.3259","1.3117","1.3285","1.3106","97.86K","1.11%"
"12/30/2019","1.3113","1.3066","1.3152","1.3066","100.82K","0.28%"
"12/27/2019","1.3076","1.2992","1.3118","1.2967","85.56K","0.65%"
"12/26/2019","1.2992","1.2961","1.3017","1.2952","99.65K","0.25%"
"12/25/2019","1.2960","1.2943","1.2990","1.2921","34.43K","0.12%"
"12/24/2019","1.2944","1.2936","1.2972","1.2912","108.05K","0.09%"
"12/23/2019","1.2933","1.2994","1.3033","1.2904","97.34K","-0.53%"
"12/20/2019","1.3002","1.3010","1.3081","1.2978","105.25K","-0.04%"
"12/19/2019","1.3007","1.3079","1.3133","1.2989","105.63K","-0.53%"
"12/18/2019","1.3076","1.3129","1.3136","1.3059","102.03K","-0.40%"
"12/17/2019","1.3128","1.3330","1.3340","1.3099","97.52K","-1.51%"
"12/16/2019","1.3329","1.3336","1.3423","1.3320","106.33K","0.03%"
"12/13/2019","1.3325","1.3168","1.3516","1.3160","138.64K","1.24%"
"12/12/2019","1.3162","1.3203","1.3230","1.3051","123.19K","-0.23%"
"12/11/2019","1.3193","1.3157","1.3214","1.3106","100.27K","0.30%"
"12/10/2019","1.3154","1.3151","1.3217","1.3132","78.09K","0.08%"
"12/09/2019","1.3143","1.3139","1.3182","1.3117","88.94K","0.06%"
"12/06/2019","1.3135","1.3157","1.3167","1.3100","97.98K","-0.15%"
"12/05/2019","1.3155","1.3104","1.3168","1.3102","98.16K","0.40%"
"12/04/2019","1.3103","1.2993","1.3122","1.2981","99.53K","0.85%"
"12/03/2019","1.2992","1.2940","1.3012","1.2930","87.96K","0.43%"
"12/02/2019","1.2936","1.2917","1.2951","1.2895","93.88K","0.02%"
"11/29/2019","1.2933","1.2911","1.2948","1.2879","98.21K","0.17%"
"11/28/2019","1.2911","1.2921","1.2952","1.2898","109.36K","-0.08%"
"11/27/2019","1.2921","1.2866","1.2924","1.2826","99.85K","0.44%"
"11/26/2019","1.2865","1.2899","1.2910","1.2836","101.37K","-0.26%"
"11/25/2019","1.2898","1.2851","1.2913","1.2840","101.02K","0.53%"
"11/22/2019","1.2830","1.2915","1.2930","1.2823","103.61K","-0.64%"
"11/21/2019","1.2913","1.2924","1.2972","1.2893","106.12K","-0.07%"
"11/20/2019","1.2922","1.2924","1.2933","1.2887","97.08K","0.00%"
"11/19/2019","1.2922","1.2954","1.2971","1.2909","92.52K","-0.23%"
"11/18/2019","1.2952","1.2905","1.2986","1.2900","92.76K","0.41%"
"11/15/2019","1.2899","1.2881","1.2921","1.2866","99.34K","0.14%"
"11/14/2019","1.2881","1.2851","1.2889","1.2824","101.29K","0.25%"
"11/13/2019","1.2849","1.2848","1.2865","1.2822","81.52K","0.04%"
"11/12/2019","1.2844","1.2855","1.2875","1.2815","89.76K","-0.05%"
"11/11/2019","1.2851","1.2777","1.2898","1.2777","85.39K","0.63%"
"11/08/2019","1.2770","1.2813","1.2826","1.2768","101.84K","-0.34%"
"11/07/2019","1.2813","1.2853","1.2879","1.2794","122.96K","-0.29%"
"11/06/2019","1.2850","1.2885","1.2898","1.2844","89.56K","-0.25%"
"11/05/2019","1.2882","1.2884","1.2918","1.2859","104.16K","0.00%"
"11/04/2019","1.2882","1.2944","1.2948","1.2875","97.16K","-0.40%"
"11/01/2019","1.2934","1.2940","1.2974","1.2926","109.42K","-0.05%"
"10/31/2019","1.2940","1.2904","1.2976","1.2894","118.65K","0.30%"
"10/30/2019","1.2901","1.2869","1.2909","1.2845","101.52K","0.28%"
"10/29/2019","1.2865","1.2865","1.2905","1.2806","102.72K","0.02%"
"10/28/2019","1.2862","1.2825","1.2878","1.2810","92.63K","0.32%"
"10/25/2019","1.2821","1.2852","1.2864","1.2803","106.00K","-0.23%"
"10/24/2019","1.2850","1.2912","1.2952","1.2788","123.12K","-0.51%"
"10/23/2019","1.2916","1.2872","1.2923","1.2840","121.75K","0.34%"
"10/22/2019","1.2872","1.2959","1.3001","1.2861","116.04K","-0.66%"
"10/21/2019","1.2958","1.2925","1.3013","1.2874","116.06K","-0.10%"
"10/18/2019","1.2971","1.2890","1.2987","1.2838","130.77K","0.64%"
"10/17/2019","1.2888","1.2832","1.2990","1.2750","143.31K","0.45%"
"10/16/2019","1.2830","1.2787","1.2877","1.2656","126.17K","0.34%"
"10/15/2019","1.2786","1.2609","1.2800","1.2602","124.12K","1.43%"
"10/14/2019","1.2606","1.2625","1.2654","1.2515","115.08K","-0.32%"
"10/11/2019","1.2647","1.2441","1.2708","1.2407","133.18K","1.66%"
"10/10/2019","1.2440","1.2206","1.2470","1.2205","121.67K","1.93%"
"10/09/2019","1.2204","1.2219","1.2292","1.2198","91.63K","-0.11%"
"10/08/2019","1.2217","1.2292","1.2304","1.2194","98.38K","-0.59%"
"10/07/2019","1.2290","1.2326","1.2338","1.2286","72.24K","-0.34%"
"10/04/2019","1.2332","1.2333","1.2358","1.2276","103.82K","0.03%"
"10/03/2019","1.2328","1.2306","1.2414","1.2265","109.34K","0.23%"
"10/02/2019","1.2300","1.2307","1.2325","1.2227","104.44K","-0.01%"
"10/01/2019","1.2301","1.2287","1.2342","1.2206","111.70K","0.11%"
"09/30/2019","1.2287","1.2289","1.2348","1.2275","99.22K","-0.01%"
"09/27/2019","1.2288","1.2322","1.2338","1.2270","113.81K","-0.28%"
"09/26/2019","1.2322","1.2356","1.2382","1.2302","119.13K","-0.22%"
"09/25/2019","1.2349","1.2484","1.2500","1.2347","107.56K","-1.11%"
"09/24/2019","1.2488","1.2429","1.2503","1.2414","110.21K","0.47%"
"09/23/2019","1.2429","1.2469","1.2492","1.2413","90.58K","-0.38%"
"09/20/2019","1.2477","1.2524","1.2583","1.2459","126.12K","-0.38%"
"09/19/2019","1.2524","1.2473","1.2560","1.2438","119.83K","0.45%"
"09/18/2019","1.2468","1.2502","1.2514","1.2438","115.04K","-0.26%"
"09/17/2019","1.2500","1.2437","1.2528","1.2392","117.37K","0.58%"
"09/16/2019","1.2428","1.2501","1.2511","1.2399","119.26K","-0.58%"
"09/13/2019","1.2500","1.2335","1.2507","1.2327","124.31K","1.36%"
"09/12/2019","1.2332","1.2325","1.2368","1.2283","131.85K","0.05%"
"09/11/2019","1.2326","1.2349","1.2372","1.2312","112.46K","-0.16%"
"09/10/2019","1.2346","1.2347","1.2377","1.2306","111.66K","0.01%"
"09/09/2019","1.2345","1.2273","1.2385","1.2233","116.71K","0.52%"
"09/06/2019","1.2281","1.2331","1.2345","1.2278","134.31K","-0.39%"
"09/05/2019","1.2329","1.2253","1.2355","1.2210","146.15K","0.64%"
"09/04/2019","1.2250","1.2078","1.2259","1.2076","131.54K","1.37%"
"09/03/2019","1.2084","1.2067","1.2106","1.1958","130.01K","0.15%"
"09/02/2019","1.2066","1.2149","1.2176","1.2034","99.39K","-0.74%"
"08/30/2019","1.2156","1.2180","1.2226","1.2139","124.69K","-0.26%"
"08/29/2019","1.2188","1.2211","1.2234","1.2171","126.04K","-0.17%"
"08/28/2019","1.2209","1.2290","1.2293","1.2156","123.46K","-0.63%"
"08/27/2019","1.2287","1.2219","1.2310","1.2208","112.86K","0.59%"
"08/26/2019","1.2215","1.2264","1.2287","1.2207","112.34K","-0.51%"
"08/23/2019","1.2277","1.2251","1.2294","1.2194","134.91K","0.22%"
"08/22/2019","1.2250","1.2128","1.2273","1.2107","120.68K","1.02%"
"08/21/2019","1.2126","1.2170","1.2177","1.2112","117.18K","-0.35%"
"08/20/2019","1.2168","1.2127","1.2183","1.2064","120.00K","0.35%"
"08/19/2019","1.2125","1.2148","1.2174","1.2104","105.82K","-0.20%"
"08/16/2019","1.2149","1.2086","1.2177","1.2076","108.18K","0.54%"
"08/15/2019","1.2084","1.2062","1.2151","1.2049","114.79K","0.21%"
"08/14/2019","1.2059","1.2058","1.2102","1.2045","119.08K","0.01%"
"08/13/2019","1.2058","1.2076","1.2098","1.2041","118.47K","-0.12%"
"08/12/2019","1.2073","1.2048","1.2107","1.2014","110.73K","0.32%"
"08/09/2019","1.2034","1.2126","1.2155","1.2024","111.65K","-0.80%"
"08/08/2019","1.2131","1.2141","1.2184","1.2095","118.71K","-0.07%"
"08/07/2019","1.2140","1.2170","1.2192","1.2120","126.49K","-0.21%"
"08/06/2019","1.2166","1.2145","1.2211","1.2133","124.23K","0.21%"
"08/05/2019","1.2141","1.2143","1.2190","1.2101","125.11K","-0.11%"
"08/02/2019","1.2154","1.2135","1.2170","1.2090","123.81K","0.19%"
"08/01/2019","1.2131","1.2155","1.2171","1.2078","130.43K","-0.21%"
"07/31/2019","1.2157","1.2154","1.2250","1.2134","120.39K","0.07%"
"07/30/2019","1.2149","1.2220","1.2228","1.2119","125.64K","-0.56%"
"07/29/2019","1.2217","1.2386","1.2389","1.2212","109.70K","-1.32%"
"07/26/2019","1.2380","1.2464","1.2464","1.2376","108.06K","-0.59%"
"07/25/2019","1.2454","1.2484","1.2519","1.2436","120.13K","-0.22%"
"07/24/2019","1.2481","1.2438","1.2523","1.2426","111.54K","0.36%"
"07/23/2019","1.2436","1.2473","1.2483","1.2418","115.70K","-0.30%"
"07/22/2019","1.2474","1.2508","1.2522","1.2455","100.90K","-0.21%"
"07/19/2019","1.2500","1.2551","1.2557","1.2477","110.90K","-0.37%"
"07/18/2019","1.2546","1.2433","1.2559","1.2426","121.18K","0.93%"
"07/17/2019","1.2431","1.2407","1.2457","1.2382","108.82K","0.23%"
"07/16/2019","1.2403","1.2515","1.2522","1.2395","112.27K","-0.89%"
"07/15/2019","1.2514","1.2573","1.2581","1.2509","104.23K","-0.47%"
"07/12/2019","1.2573","1.2520","1.2580","1.2517","133.17K","0.43%"
"07/11/2019","1.2519","1.2499","1.2572","1.2498","133.23K","0.16%"
"07/10/2019","1.2499","1.2468","1.2522","1.2443","119.79K","0.27%"
"07/09/2019","1.2465","1.2514","1.2524","1.2440","111.88K","-0.36%"
"07/08/2019","1.2510","1.2517","1.2541","1.2499","101.88K","-0.10%"
"07/05/2019","1.2523","1.2581","1.2588","1.2480","122.23K","-0.42%"
"07/04/2019","1.2576","1.2573","1.2593","1.2567","110.44K","0.04%"
"07/03/2019","1.2571","1.2592","1.2603","1.2557","112.54K","-0.16%"
"07/02/2019","1.2591","1.2641","1.2654","1.2583","118.66K","-0.37%"
"07/01/2019","1.2638","1.2695","1.2708","1.2631","116.92K","-0.43%"
"06/28/2019","1.2693","1.2677","1.2736","1.2663","124.68K","0.14%"
"06/27/2019","1.2675","1.2687","1.2725","1.2661","122.46K","-0.10%"
"06/26/2019","1.2688","1.2700","1.2708","1.2663","123.09K","-0.07%"
"06/25/2019","1.2697","1.2742","1.2785","1.2671","112.49K","-0.33%"
"06/24/2019","1.2739","1.2722","1.2767","1.2708","107.52K","-0.01%"
"06/21/2019","1.2740","1.2701","1.2750","1.2642","137.02K","0.32%"
"06/20/2019","1.2699","1.2642","1.2729","1.2632","144.90K","0.47%"
"06/19/2019","1.2639","1.2558","1.2674","1.2542","113.50K","0.66%"
"06/18/2019","1.2556","1.2534","1.2566","1.2506","116.29K","0.19%"
"06/17/2019","1.2532","1.2600","1.2607","1.2531","111.26K","-0.46%"
"06/14/2019","1.2590","1.2676","1.2684","1.2579","140.08K","-0.65%"
"06/13/2019","1.2672","1.2690","1.2709","1.2661","143.74K","-0.11%"
"06/12/2019","1.2686","1.2724","1.2759","1.2680","144.63K","-0.28%"
"06/11/2019","1.2722","1.2686","1.2734","1.2669","142.29K","0.31%"
"06/10/2019","1.2683","1.2731","1.2748","1.2653","118.52K","-0.40%"
"06/07/2019","1.2734","1.2702","1.2764","1.2687","115.71K","0.28%"
"06/06/2019","1.2699","1.2684","1.2743","1.2667","146.93K","0.12%"
"06/05/2019","1.2684","1.2697","1.2744","1.2679","145.52K","-0.09%"
"06/04/2019","1.2696","1.2665","1.2716","1.2642","153.60K","0.26%"
"06/03/2019","1.2663","1.2627","1.2675","1.2609","122.27K","0.25%"
"05/31/2019","1.2631","1.2608","1.2645","1.2558","163.95K","0.20%"
"05/30/2019","1.2606","1.2627","1.2641","1.2579","142.64K","-0.15%"
"05/29/2019","1.2625","1.2654","1.2672","1.2611","150.97K","-0.21%"
"05/28/2019","1.2652","1.2679","1.2702","1.2650","144.41K","-0.20%"
"05/27/2019","1.2677","1.2727","1.2756","1.2666","132.13K","-0.28%"
"05/24/2019","1.2712","1.2657","1.2734","1.2646","155.23K","0.46%"
"05/23/2019","1.2654","1.2663","1.2685","1.2605","152.56K","-0.06%"
"05/22/2019","1.2661","1.2706","1.2722","1.2623","141.27K","-0.35%"
"05/21/2019","1.2705","1.2730","1.2815","1.2685","148.19K","-0.17%"
"05/20/2019","1.2726","1.2721","1.2759","1.2714","109.70K","0.06%"
"05/17/2019","1.2718","1.2797","1.2809","1.2713","125.78K","-0.60%"
"05/16/2019","1.2795","1.2843","1.2864","1.2787","126.66K","-0.41%"
"05/15/2019","1.2848","1.2908","1.2924","1.2825","138.60K","-0.43%"
"05/14/2019","1.2904","1.2958","1.2973","1.2902","133.33K","-0.39%"
"05/13/2019","1.2955","1.2998","1.3042","1.2940","125.00K","-0.34%"
"05/10/2019","1.2999","1.3008","1.3048","1.2990","146.41K","-0.11%"
"05/09/2019","1.3013","1.3007","1.3037","1.2967","145.90K","0.05%"
"05/08/2019","1.3006","1.3077","1.3082","1.2987","145.53K","-0.52%"
"05/07/2019","1.3074","1.3097","1.3133","1.3039","152.93K","-0.16%"
"05/06/2019","1.3095","1.3114","1.3171","1.3081","130.13K","-0.58%"
"05/03/2019","1.3171","1.3033","1.3178","1.2989","135.47K","1.05%"
"05/02/2019","1.3034","1.3050","1.3082","1.3017","128.73K","-0.11%"
"05/01/2019","1.3049","1.3033","1.3103","1.3029","125.35K","0.14%"
"04/30/2019","1.3031","1.2939","1.3050","1.2924","145.39K","0.73%"
"04/29/2019","1.2936","1.2926","1.2947","1.2904","119.95K","0.15%"
"04/26/2019","1.2917","1.2899","1.2945","1.2876","186.04K","0.16%"
"04/25/2019","1.2897","1.2902","1.2918","1.2865","178.29K","-0.02%"
"04/24/2019","1.2900","1.2938","1.2965","1.2888","180.82K","-0.29%"
